dish_name,countries_of_origin,ingredients
Glamorgan Sausage,['United Kingdom'],"['bread_crumb', 'milk', 'cheese', 'flour', 'leek', 'onion', 'mustard', 'salt', 'butter', 'pepper', 'bread', 'herb', 'egg']"
Portable Soup,['United Kingdom'],"['beef', 'vegetable', 'bone', 'salt', 'water']"
Tsampa,"['Bhutan', 'Mongolia', 'China']","['milk', 'barley_flour', 'flour', 'sugar', 'salt', 'butter', 'barley', 'tea', 'water']"
Jesuita,"['Uruguay', 'Argentina']","['puff_pastry', 'ham', 'sugar', 'egg_wash', 'cheese', 'pastry', 'egg']"
Caruru,['Brazil'],"['milk', 'coconut', 'onion', 'garlic', 'pepper', 'shrimp', 'palm_oil', 'chili', 'cilantro', 'ginger', 'tomato', 'dende_oil', 'lime_juice', 'dried_shrimp', 'okra', 'lime', 'peanut', 'salt', 'coconut_milk', 'cashew', 'chili_pepper', 'oil']"
Giouvetsi,['Greece'],"['wine', 'onion', 'garlic', 'broth', 'tomato', 'grated_cheese', 'red_wine', 'beef_broth', 'cinnamon', 'lamb', 'parsley', 'bay_leaf', 'olive', 'cheese', 'clove', 'allspice', 'olive_oil', 'salt', 'pepper', 'orzo', 'oil', 'beef']"
Mont Kywe The,['Myanmar'],"['jaggery', 'milk', 'flour', 'coconut', 'rice', 'salt', 'coconut_milk', 'poppy_seed', 'rice_flour', 'water']"
Eisbein,['Germany'],"['berry', 'sauerkraut', 'onion', 'garlic', 'beer', 'potato', 'mustard', 'salt', 'juniper_berry', 'pepper', 'pork', 'bay_leaf', 'clove', 'pork_knuckle', 'water']"
Rogan Josh,"['India', 'Pakistan']","['garam_masala', 'onion', 'garlic', 'cardamom', 'coriander', 'chili', 'cilantro', 'ginger', 'tomato', 'cumin', 'cinnamon', 'fresh_cilantro', 'lamb', 'kashmiri_red_chili', 'clove', 'yogurt', 'turmeric', 'salt', 'paprika']"
Potbrood,['South Africa'],"['yeast', 'milk', 'cheese', 'water', 'flour', 'bacon', 'onion', 'garlic', 'sugar', 'salt', 'butter', 'herb', 'egg']"
Manakish,"['Jordan', 'Palestine', 'Israel', 'Syria', 'Lebanon']","['sesame_seed', 'olive_oil', 'thyme', 'salt', 'olive', 'oil']"
Mechado,['Philippines'],"['tomato_sauce', 'lemon_juice', 'beef', 'beef_chuck', 'lemon', 'onion', 'garlic', 'calamansi', 'potato', 'salt', 'tomato', 'pepper', 'bay_leaf', 'soy_sauce', 'carrot']"
Banbury Cake,['United Kingdom'],"['mixed_peel', 'cinnamon', 'milk', 'nutmeg', 'candied_citru_peel', 'flour', 'candied_cherry', 'sugar', 'almond', 'currant', 'butter', 'almond_extract', 'raisin', 'cherry', 'egg', 'allspice']"
Bánh tôm,['Vietnam'],"['lettuce', 'flour', 'starch', 'onion', 'garlic', 'msg', 'shrimp', 'chili', 'nuoc_cham_sauce', 'turmeric_powder', 'crab_paste', 'cilantro', 'sugar', 'fish_sauce', 'corn_starch', 'lime_juice', 'bean', 'fish', 'mint', 'green_onion', 'rice', 'corn', 'fat', 'oil', 'pork', 'rice_flour', 'pork_fat', 'egg', 'cooking_oil', 'crab', 'turmeric', 'bean_sprout', 'shallot', 'salt', 'basil', 'pepper', 'baking_powder', 'lime']"
Tortillita De Camarones,['Spain'],"['wheat', 'chickpea', 'flour', 'garlic', 'onion', 'olive_oil', 'parsley', 'salt', 'wheat_flour', 'shrimp', 'paprika', 'olive', 'oil', 'water', 'chickpea_flour']"
Dondurma,['Turkey'],"['mastic', 'cream', 'sugar', 'salep', 'whipped_cream']"
Pamplona,['Uruguay'],"['chicken', 'cheese', 'ham', 'bacon', 'garlic', 'bell_pepper', 'pork', 'pepper', 'olive', 'beef']"
Khao Soi,"['Myanmar', 'Thailand', 'Laos']","['lemon_gras', 'milk', 'coconut', 'garlic', 'onion', 'chili', 'egg_noodle', 'sugar', 'cilantro', 'ginger', 'fish_sauce', 'mustard', 'fish', 'noodle', 'lime', 'pickled_mustard_green', 'egg', 'curry_paste', 'chicken', 'chili_oil', 'lemon', 'turmeric', 'shallot', 'spring_onion', 'coconut_milk', 'oil']"
Olluquito,['Peru'],"['red_onion', 'aji_amarillo', 'aji_panca', 'garlic', 'cilantro', 'olluco', 'onion', 'potato', 'tomato', 'beef']"
Bife A Cavalo,"['Brazil', 'Portugal']","['black_pepper', 'beef', 'french_fry', 'onion', 'garlic', 'olive_oil', 'rice', 'parsley', 'salt', 'pepper', 'olive', 'oil', 'egg', 'beef_steak']"
Hōtō,['Japan'],"['noodle', 'chicken', 'konjac_noodle', 'broth', 'vegetable', 'miso_paste', 'mushroom', 'dashi', 'dashi_broth', 'miso', 'sesame_paste', 'soy_sauce', 'tofu']"
Banchan,['South Korea'],"['variou_vegetable', 'vegetable', 'other_small_item', 'prepared_in_a_variety_of_way']"
Curly Fries,['United States'],"['dextrose', 'spice', 'wheat', 'vegetable', 'vegetable_oil', 'flour', 'onion_powder', 'garlic', 'onion', 'potato', 'salt', 'garlic_powder', 'natural_flavor', 'wheat_flour', 'paprika', 'paprika_extract', 'oil']"
Rafanata,['Italy'],"['black_pepper', 'sausage', 'garlic', 'olive_oil', 'potato', 'salt', 'pepper', 'olive', 'cheese', 'horseradish', 'oil', 'egg']"
St. Paul Sandwich,['United States'],"['lettuce', 'pickle', 'egg_foo_young_patty', 'white_bread', 'onion', 'tomato', 'bread', 'egg', 'mayonnaise']"
Dacquoise,['France'],"['egg_white', 'vanilla', 'chocolate', 'cream', 'fruit', 'confectioner_sugar', 'almond', 'sugar', 'butter', 'hazelnut', 'egg']"
Damper,['Australia'],"['milk', 'flour', 'fruit', 'sugar', 'salt', 'butter', 'dried_fruit', 'cheese', 'baking_powder', 'water']"
Bolinhos De Bacalhau,"['Brazil', 'Portugal']","['salted_cod', 'onion', 'garlic', 'olive_oil', 'potato', 'parsley', 'pepper', 'olive', 'oil', 'egg']"
Saltimbocca,['Italy'],"['white_wine', 'wine', 'sage', 'caper', 'veal_cutlet', 'olive_oil', 'veal', 'prosciutto', 'salt', 'butter', 'pepper', 'mozzarella', 'olive', 'sage_leaf', 'toothpick', 'oil']"
Bobó De Camarão,['Brazil'],"['milk', 'coconut', 'onion', 'garlic', 'coconut_cream', 'shrimp', 'coriander', 'chili', 'cilantro', 'bell_pepper', 'tomato', 'lime_juice', 'cream', 'coriander_leaf', 'lime', 'red_palm_oil', 'chili_pepper', 'cassava', 'salt', 'coconut_milk', 'paprika', 'pepper', 'oil']"
Flapper Pie,['Canada'],"['meringue', 'cream', 'cracker', 'graham_cracker', 'custard']"
Zunda-mochi,['Japan'],"['edamame', 'sugar', 'rice', 'glutinou_rice', 'salt', 'water']"
Đuveč,"['Greece', 'Bulgaria', 'Moldova', 'Romania', 'Bosnia and Herzegovina', 'Serbia', 'Croatia', 'North Macedonia', 'Albania', 'Montenegro', 'Turkey', 'Slovenia']","['pea', 'onion', 'garlic', 'potato', 'bell_pepper', 'tomato', 'eggplant', 'water', 'rice', 'parsley', 'bay_leaf', 'olive', 'zucchini', 'carrot', 'meat', 'olive_oil', 'salt', 'paprika', 'pepper', 'oil']"
Soto Mie,['Indonesia'],"['lemon_gras', 'garlic', 'potato', 'egg_noodle', 'sugar', 'ginger', 'cabbage', 'lime_juice', 'bean', 'fried_shallot', 'water', 'noodle', 'lime_leaf', 'egg', 'sambal', 'galangal', 'lemon', 'turmeric', 'cracker', 'bean_sprout', 'shallot', 'salt', 'emping_cracker', 'pepper', 'lime', 'beef']"
Cuccidati,['Italy'],"['chocolate_chip', 'wine', 'milk', 'flour', 'butter', 'lemon_zest', 'fig', 'almond', 'sugar', 'marsala_wine', 'orange', 'candied_citru_peel', 'vanilla', 'cinnamon', 'chocolate', 'raisin', 'clove', 'egg', 'orange_zest', 'allspice', 'date', 'walnut', 'honey', 'lemon', 'salt', 'vanilla_extract', 'baking_powder']"
Pho,['Vietnam'],"['noodle', 'chicken', 'rice_noodle', 'rice', 'beef']"
Mole De Olla,['Mexico'],"['oregano', 'onion', 'garlic', 'potato', 'chili', 'guajillo_chili', 'green_bean', 'cilantro', 'cumin', 'cabbage', 'bean', 'water', 'beef_bone', 'corn_on_the_cob', 'corn', 'beef_shank', 'bay_leaf', 'zucchini', 'epazote', 'chayote', 'carrot', 'pasilla_chili', 'salt', 'pepper', 'beef']"
Inca Kola,['Peru'],"['citru_extract', 'sugar', 'yellow_dye', 'carbonated_water', 'water']"
Pretz,['Japan'],"['yeast', 'malt_extract', 'wheat', 'vegetable', 'vegetable_oil', 'flour', 'sugar', 'salt', 'natural_flavor', 'wheat_flour', 'coloring', 'lactic_acid', 'oil']"
Champ,['Ireland'],"['scallion', 'chive', 'milk', 'potato', 'salt', 'butter', 'pepper']"
Brown Stew Chicken,"['Jamaica', 'Barbados', 'Saint Vincent and the Grenadines', 'Saint Lucia', 'Bahamas', 'Grenada', 'Trinidad and Tobago', 'Dominica', 'Dominican Republic', 'Saint Kitts and Nevis']","['milk', 'brown_sugar', 'coconut', 'starch', 'onion', 'garlic', 'potato', 'soy_sauce', 'scallion', 'black_pepper', 'broth', 'vegetable', 'sugar', 'ginger', 'bell_pepper', 'tomato', 'corn_starch', 'browning_sauce', 'lime_juice', 'lime', 'corn', 'bay_leaf', 'carrot', 'allspice', 'chicken', 'hot_pepper', 'vegetable_oil', 'chicken_broth', 'thyme', 'salt', 'coconut_milk', 'pepper', 'oil']"
Caldo Galego,['Spain'],"['turnip', 'turnip_green', 'chorizo', 'bacon', 'garlic', 'pork_rib', 'olive_oil', 'potato', 'paprika', 'pork', 'olive', 'oil']"
Ngau Zap,"['Hong Kong', 'China']","['intestine', 'wine', 'garlic', 'daikon', 'soy_sauce', 'scallion', 'sugar', 'oyster', 'oyster_sauce', 'water', 'rock_sugar', 'tripe', 'cinnamon', 'star_anise', 'beef_offal', 'tendon', 'clove', 'carrot', 'cooking_wine', 'beef']"
Sodd,['Norway'],"['celery', 'black_pepper', 'beef', 'water', 'leek', 'onion', 'mutton', 'potato', 'parsley', 'salt', 'pepper', 'carrot']"
Khao Jee Pâté,['Laos'],"['lettuce', 'daikon', 'pickled_carrot', 'pepper', 'soy_sauce', 'chili', 'mayonnaise', 'baguette', 'cilantro', 'pickled_daikon', 'pork_liver_pate', 'ham', 'cucumber', 'sausage', 'pate', 'pork', 'carrot', 'egg', 'chili_pepper', 'fried_egg', 'liver']"
Bánh Bột Chiên,['Vietnam'],"['white_pepper', 'flour', 'starch', 'garlic', 'onion', 'pickled_carrot', 'soy_sauce', 'chili', 'vegetable', 'sliced_papaya', 'sugar', 'vinegar', 'water', 'chili_sauce', 'green_onion', 'rice', 'rice_flour', 'carrot', 'egg', 'tapioca_starch', 'vegetable_oil', 'salt', 'pepper', 'oil']"
Toad In The Hole,['United Kingdom'],"['milk', 'flour', 'sausage', 'salt', 'pepper', 'egg']"
Frita,['Cuba'],"['bun', 'chorizo', 'pickle', 'ground_beef', 'onion', 'garlic', 'potato', 'mustard', 'salt', 'pepper', 'paprika', 'ketchup', 'pork', 'hamburger_bun', 'beef', 'mayonnaise']"
Spiedie,['United States'],"['wine', 'oregano', 'garlic', 'cubed_meat', 'roll', 'pepper', 'black_pepper', 'vinegar', 'bread', 'lemon_juice', 'dried_basil', 'lamb', 'white_wine_vinegar', 'parsley', 'dried_parsley', 'pork', 'olive', 'meat', 'crushed_red_pepper', 'chicken', 'lemon', 'olive_oil', 'salt', 'basil', 'dried_oregano', 'oil', 'beef']"
Babi Pangang Speciaal,['Netherlands'],"['wine', 'white_pepper', 'brown_sugar', 'starch', 'garlic', 'onion', 'tomato_ketchup', 'soy_sauce', 'chili', 'spice', 'broth', 'chili_paste', 'rice_wine', 'five_spice_powder', 'sugar', 'ginger', 'tomato', 'corn_starch', 'cabbage', 'ketchup', 'vinegar', 'white_cabbage', 'water', 'pineapple_juice', 'pork_belly', 'sweet_soy_sauce', 'cucumber', 'pork_shoulder', 'red_food_coloring', 'tomato_paste', 'rice', 'corn', 'pork', 'pineapple', 'carrot', 'chicken', 'white_vinegar', 'chicken_broth', 'turmeric', 'sesame_oil', 'salt', 'coloring', 'pepper', 'oil']"
Fajitas,"['Mexico', 'United States']","['chili_powder', 'lime_juice', 'chicken', 'pork', 'onion', 'garlic', 'olive_oil', 'bell_pepper', 'salt', 'cumin', 'paprika', 'oil', 'pepper', 'olive', 'chili', 'lime', 'beef', 'meat']"
Jamón Ibérico,"['Portugal', 'Spain']","['salt', 'black_iberian_pig']"
Butter Mochi,['United States'],"['vanilla', 'milk', 'flour', 'coconut', 'sugar', 'rice', 'salt', 'butter', 'sweet_rice_flour', 'vanilla_extract', 'coconut_milk', 'baking_powder', 'shredded_coconut', 'evaporated_milk', 'egg']"
Parmesan,['Italy'],"['enzyme', 'salt', 'milk']"
Crispy Fried Chicken,"['Hong Kong', 'China']","['whole_chicken', 'wine', 'scallion', 'spice', 'chicken', 'shaoxing_wine', 'starch', 'honey', 'garlic', 'five_spice_powder', 'sugar', 'ginger', 'corn', 'salt', 'corn_starch', 'vinegar', 'soy_sauce', 'water']"
Bambalouni,['Tunisia'],"['yeast', 'orange_blossom_water', 'water', 'flour', 'powdered_sugar_for_dusting', 'sugar', 'salt', 'oil', 'orange']"
Kürtőskalács,"['Hungary', 'Romania']","['yeast', 'vanilla', 'cinnamon', 'milk', 'flour', 'sugar', 'salt', 'butter', 'vanilla_sugar', 'egg']"
Kingston biscuit,['Australia'],"['vanilla', 'chocolate', 'milk', 'flour', 'coconut', 'milk_chocolate', 'sugar', 'salt', 'butter', 'vanilla_extract', 'sweetened_condensed_milk', 'oat', 'syrup', 'desiccated_coconut', 'baking_powder', 'golden_syrup']"
Lolly Cake,['New Zealand'],"['vanilla', 'biscuit', 'nut', 'milk', 'coconut', 'malt_biscuit', 'fruit_flavored_lolly', 'fruit', 'crushed_nut', 'butter', 'vanilla_essence', 'sweetened_condensed_milk', 'desiccated_coconut']"
Stroganina,['Russia'],"['fish', 'black_pepper', 'vinegar', 'dill', 'onion', 'garlic', 'salt', 'pepper', 'frozen_raw_fish']"
Sambar (dish),['India'],"['potato', 'chili', 'toor_dal', 'cumin_seed', 'vegetable', 'mustard', 'tamarind', 'cumin', 'curry_leaf', 'bean', 'dried_red_chili', 'mustard_seed', 'fenugreek', 'sambar_powder', 'carrot', 'fenugreek_seed', 'asafoetida', 'turmeric', 'salt', 'oil']"
Mie Kocok,['Indonesia'],"['fried_shallot', 'scallion', 'sambal', 'noodle', 'beef_broth', 'celery', 'broth', 'yellow_noodle', 'cow', 'kikil', 'cracker', 'bean_sprout', 'celery_leaf', 'shallot', 'meatball', 'bean', 'lime', 'beef']"
Simnel Cake,['United Kingdom'],"['sultana', 'milk', 'glace_cherry', 'flour', 'butter', 'lemon_zest', 'candied_peel', 'spice', 'ground_almond', 'marzipan', 'sugar', 'almond', 'jam', 'nutmeg', 'cherry', 'orange', 'cinnamon', 'mixed_spice', 'apricot_jam', 'raisin', 'brandy', 'egg', 'currant', 'orange_zest', 'lemon']"
Chhena Jalebi,['India'],"['saffron', 'cardamom_powder', 'saffron_strand', 'lemon_juice', 'pistachio', 'flour', 'rose_water', 'lemon', 'sugar', 'almond', 'cardamom', 'chhena', 'oil', 'water', 'ghee']"
Empedrat,['Spain'],"['vinegar', 'black_pepper', 'cod', 'red_bell_pepper', 'black_olive', 'hard_boiled_egg', 'onion', 'white_bean', 'olive_oil', 'salt', 'tomato', 'pepper', 'olive', 'bean', 'oil', 'egg']"
Khua chin som sai khai,['Thailand'],"['fish', 'lime', 'onion', 'garlic', 'mint', 'cilantro', 'green_onion', 'sugar', 'shallot', 'peanut', 'fish_sauce', 'cabbage', 'pork', 'lime_juice', 'chili', 'egg']"
Qalayet Bandora,"['Jordan', 'Palestine', 'Syria', 'Lebanon']","['black_pepper', 'lemon_juice', 'nut', 'lemon', 'pine_nut', 'onion', 'garlic', 'green_chili_pepper', 'olive_oil', 'parsley', 'salt', 'tomato', 'cumin', 'oil', 'pepper', 'olive', 'chili']"
Orange Chicken,['United States'],"['starch', 'onion', 'garlic', 'red_pepper_flake', 'soy_sauce', 'sesame_seed', 'broth', 'vegetable', 'sugar', 'ginger', 'rice_vinegar', 'corn_starch', 'vinegar', 'orange', 'rice', 'green_onion', 'corn', 'egg', 'orange_zest', 'chicken', 'vegetable_oil', 'chicken_broth', 'orange_juice', 'pepper', 'oil']"
Draniki,"['Belarus', 'Poland', 'Ukraine', 'Czechia']","['flour', 'onion', 'potato', 'salt', 'pepper', 'egg']"
İnegöl köfte,['Turkey'],"['bread_crumb', 'black_pepper', 'baking_soda', 'ground_beef', 'sumac', 'water', 'onion', 'lamb', 'garlic', 'ground_lamb', 'parsley', 'salt', 'cumin', 'red_pepper_flake', 'paprika', 'bread', 'pepper', 'beef']"
Haemul-kal-guksu,"['North Korea', 'South Korea']","['clam', 'onion', 'garlic', 'shrimp', 'soy_sauce', 'chili', 'broth', 'seafood', 'noodle', 'stock', 'squid', 'green_onion', 'mussel', 'zucchini', 'carrot', 'egg', 'kimchi', 'salt', 'red_chili_pepper_flake', 'pepper', 'anchovy']"
Thobwa,"['Malawi', 'Zambia']","['sorghum', 'sugar', 'maize_meal', 'millet', 'water']"
Doctor's Sausage,"['Belarus', 'Armenia', 'Georgia', 'Estonia', 'Moldova', 'Latvia', 'Russia', 'Lithuania', 'Ukraine']","['dry_milk', 'black_pepper', 'milk', 'sodium_nitrite', 'water', 'beef', 'garlic', 'egg_powder', 'sugar', 'cardamom', 'fresh_egg', 'mustard', 'salt', 'pepper', 'pork', 'nutmeg', 'egg']"
Chorba Frik,"['Algeria', 'Tunisia']","['chickpea', 'onion', 'potato', 'butter', 'celery', 'black_pepper', 'vegetable', 'cilantro', 'ginger', 'tomato', 'water', 'frik', 'cinnamon', 'wheat', 'lamb', 'tomato_paste', 'parsley', 'zucchini', 'carrot', 'vegetable_oil', 'salt', 'paprika', 'pepper', 'green_bell_pepper', 'oil', 'beef']"
Angel Face,['United Kingdom'],"['apple', 'apple_brandy', 'gin', 'apricot_brandy', 'brandy']"
Feteer Meshaltet,['Egypt'],"['milk', 'nut', 'water', 'cream', 'flour', 'ghee', 'honey', 'fruit', 'sugar', 'salt', 'butter', 'dried_fruit', 'cheese', 'egg', 'meat']"
Clapshot,['United Kingdom'],"['chive', 'swede', 'neep', 'onion', 'potato', 'salt', 'butter', 'pepper']"
Roti Bakar,"['Indonesia', 'Malaysia', 'Singapore']","['condensed_milk', 'chocolate', 'milk', 'cream', 'ice_cream', 'chocolate_spread', 'sugar', 'butter', 'bread', 'cheese', 'ice']"
Korma,"['Pakistan', 'Bangladesh', 'India', 'Afghanistan']","['onion', 'garlic', 'cardamom', 'coriander', 'spice', 'almond', 'ginger', 'tomato', 'cumin', 'cinnamon', 'cream', 'lamb', 'raisin', 'clove', 'meat', 'yogurt', 'chicken', 'turmeric', 'cashew', 'beef']"
Kibbeling,['Netherlands'],"['white_fish', 'lemon_wedge', 'milk', 'flour', 'garlic', 'onion', 'vegetable', 'tartar_sauce', 'fish', 'onion_powder', 'garlic_powder', 'egg', 'cayenne_pepper', 'vegetable_oil', 'lemon', 'salt', 'paprika', 'pepper', 'baking_powder', 'oil']"
Pastramă,['Romania'],"['wine', 'coriander_seed', 'garlic', 'rosemary', 'coriander', 'black_pepper', 'berry', 'mutton', 'vinegar', 'water', 'red_wine', 'lamb', 'juniper_berry', 'pork', 'allspice', 'thyme', 'salt', 'paprika', 'pepper', 'beef']"
Tjauw min moksi meti,['Suriname'],"['lettuce', 'onion', 'garlic', 'shrimp', 'soy_sauce', 'chili', 'celery', 'vegetable', 'tomato', 'bean', 'noodle', 'cucumber', 'chili_sauce', 'sausage', 'green_onion', 'pork', 'sambal', 'chicken', 'vegetable_oil', 'bean_sprout', 'oil']"
Ciambotta,['Italy'],"['onion', 'garlic', 'olive_oil', 'potato', 'bell_pepper', 'salt', 'tomato', 'basil', 'pepper', 'olive', 'zucchini', 'eggplant', 'oil']"
Selat Solo,['Indonesia'],"['lettuce', 'potato', 'green_bean', 'pickle', 'sugar', 'mustard', 'tomato', 'vinegar', 'nutmeg', 'boiled_egg', 'bean', 'cucumber', 'worcestershire_sauce', 'cheese', 'clove', 'egg', 'carrot', 'shallot', 'salt', 'pepper', 'sweet_soy_sauce', 'beef']"
Bologna Sandwich,['United States'],"['lettuce', 'bologna', 'mustard', 'tomato', 'bread', 'mayonnaise']"
Achu,['Cameroon'],"['smoked_fish', 'spinach', 'cocoyam', 'red_pepper', 'garlic', 'onion', 'maggi_cube', 'crayfish', 'palm_oil', 'goat', 'bitter_leaf', 'black_pepper', 'tomato', 'nutmeg', 'water', 'fish', 'bitter', 'african_nutmeg', 'meat', 'chicken', 'limestone', 'ground_crayfish', 'salt', 'pepper', 'oil', 'beef']"
Manti,"['Belarus', 'Kyrgyzstan', 'Armenia', 'Greece', 'Georgia', 'Uzbekistan', 'Bulgaria', 'Moldova', 'Romania', 'Azerbaijan', 'Bosnia and Herzegovina', 'Afghanistan', 'Tajikistan', 'Latvia', 'Serbia', 'Croatia', 'Kazakhstan', 'North Macedonia', 'Albania', 'Russia', 'Iran', 'Lithuania', 'Ukraine', 'Montenegro', 'Turkmenistan', 'Turkey', 'Slovenia']","['black_pepper', 'yogurt', 'beef', 'water', 'flour', 'lamb', 'onion', 'garlic', 'ground_lamb', 'salt', 'butter', 'paprika', 'pepper', 'egg']"
Hummingbird Cake,['Jamaica'],"['flour', 'coconut', 'grated_carrot', 'butter', 'banana', 'mashed_banana', 'baking_soda', 'sugar', 'vanilla', 'lemon_juice', 'cinnamon', 'cream', 'cheese', 'chopped_pecan', 'carrot', 'pineapple', 'egg', 'crushed_pineapple', 'cream_cheese', 'powdered_sugar', 'lemon', 'salt', 'vanilla_extract', 'oil', 'shredded_coconut']"
Mì Quảng,['Vietnam'],"['sesame_rice_cracker', 'banana_blossom', 'lettuce', 'garlic', 'banana', 'shrimp', 'chili', 'roasted_peanut', 'fresh_herb', 'broth', 'fish_sauce', 'bean', 'fish', 'quail_egg', 'noodle', 'rice', 'peanut', 'pork', 'herb', 'egg', 'turmeric', 'rice_noodle', 'bean_sprout', 'shallot', 'cracker', 'lime']"
Prince Of Wales,['United Kingdom'],"['orange_peel', 'sugar_cube', 'maraschino_liqueur', 'sugar', 'bitter', 'champagne', 'rye_whisky', 'liqueur', 'maraschino_cherry', 'angostura_bitter', 'cherry', 'pineapple', 'orange', 'pineapple_juice']"
Kue Putu,['Indonesia'],"['rice_flour', 'brown_sugar', 'flour', 'coconut', 'food_coloring', 'pandan_leaf', 'sugar', 'rice', 'salt', 'coloring', 'palm_sugar', 'water', 'grated_coconut']"
Panini (sandwich),['Italy'],"['condiment', 'spice', 'herb', 'vegetable', 'garlic', 'olive_oil', 'butter', 'bread', 'deli_meat', 'olive', 'cheese', 'oil', 'meat']"
Buko Salad,['Philippines'],"['condensed_milk', 'nata_de_coco', 'milk', 'young_coconut', 'cream', 'sweetened_palm_fruit', 'coconut', 'fruit', 'heavy_cream', 'fruit_cocktail', 'kaong', 'pineapple', 'cheese', 'tapioca_pearl']"
Queijadinha,['Brazil'],"['vanilla', 'condensed_milk', 'milk', 'nutmeg', 'flour', 'coconut', 'sugar', 'butter', 'vanilla_extract', 'cheese', 'all_purpose_flour', 'baking_powder', 'egg']"
Weet-Bix,"['Australia', 'New Zealand', 'South Africa']","['yogurt', 'nut', 'wheat', 'milk', 'barley_malt_extract', 'honey', 'fruit', 'sugar', 'salt', 'barley', 'whole_grain_wheat']"
Chili Cheese Fries,['United States'],"['french_fry', 'cream', 'onion', 'sour_cream', 'green_onion', 'cheese', 'chili']"
Alpaca en salsa de aguaymanto,['Peru'],"['chili_pepper', 'white_wine', 'wine', 'black_pepper', 'alpaca_meat', 'onion', 'garlic', 'cilantro', 'olive_oil', 'sugar', 'salt', 'butter', 'aguaymanto', 'oil', 'pepper', 'olive', 'chili', 'meat']"
Bigilla,['Malta'],"['chili_pepper', 'black_pepper', 'lemon_juice', 'fava_bean', 'lemon', 'garlic', 'olive_oil', 'parsley', 'salt', 'cumin', 'oil', 'pepper', 'olive', 'bean', 'chili']"
Tom Som,['Thailand'],"['fish', 'galangal', 'lemon_gras', 'kaffir_lime_leaf', 'bird_eye_chili', 'lemon', 'garlic', 'cilantro', 'tamarind_paste', 'sugar', 'lime', 'shallot', 'fish_sauce', 'tamarind', 'palm_sugar', 'chili', 'water']"
Pain D'épices,['France'],"['milk', 'brown_sugar', 'flour', 'rye_flour', 'butter', 'candied_peel', 'anise', 'sugar', 'ginger', 'nutmeg', 'orange', 'vanilla', 'cinnamon', 'wheat', 'clove', 'egg', 'orange_zest', 'honey', 'vanilla_extract', 'wheat_flour', 'baking_powder']"
Chocolate Brownie,['United States'],"['chocolate_chip', 'vanilla', 'chocolate', 'nut', 'flour', 'cocoa_powder', 'sugar', 'salt', 'butter', 'vanilla_extract', 'baking_powder', 'egg']"
