dish_name,countries_of_origin,ingredients
Jesuita,"['Uruguay', 'Argentina']","['sugar', 'egg', 'egg_wash', 'cheese', 'puff_pastry', 'ham']"
Caruru,['Brazil'],"['lime', 'oil', 'garlic', 'okra', 'tomato', 'salt', 'cilantro', 'dende_oil', 'lime_juice', 'dried_shrimp', 'milk', 'peanut', 'palm_oil', 'coconut_milk', 'shrimp', 'pepper', 'onion', 'chili_pepper', 'ginger', 'coconut', 'chili', 'cashew']"
Giouvetsi,['Greece'],"['oil', 'garlic', 'beef', 'olive_oil', 'clove', 'grated_cheese', 'tomato', 'red_wine', 'orzo', 'salt', 'cinnamon', 'wine', 'parsley', 'allspice', 'olive', 'cheese', 'bay_leaf', 'pepper', 'onion', 'broth', 'beef_broth', 'lamb']"
Mont Kywe The,['Myanmar'],"['coconut_milk', 'poppy_seed', 'jaggery', 'water', 'rice_flour', 'coconut', 'rice', 'flour', 'salt', 'milk']"
Eisbein,['Germany'],"['juniper_berry', 'potato', 'mustard', 'pepper', 'onion', 'water', 'beer', 'garlic', 'pork', 'sauerkraut', 'pork_knuckle', 'clove', 'bay_leaf', 'salt']"
Rogan Josh,"['India', 'Pakistan']","['fresh_cilantro', 'garlic', 'lamb', 'clove', 'tomato', 'salt', 'cilantro', 'yogurt', 'cinnamon', 'garam_masala', 'kashmiri_red_chili', 'turmeric', 'onion', 'coriander', 'ginger', 'cumin', 'cardamom', 'chili', 'paprika']"
Potbrood,['South Africa'],"['butter', 'sugar', 'egg', 'onion', 'water', 'salt', 'cheese', 'garlic', 'bacon', 'yeast', 'flour', 'herb', 'milk']"
Manakish,"['Jordan', 'Palestine', 'Israel', 'Syria', 'Lebanon']","['oil', 'sesame_seed', 'thyme', 'olive', 'olive_oil', 'salt']"
Mechado,['Philippines'],"['lemon', 'potato', 'calamansi', 'pepper', 'onion', 'tomato_sauce', 'carrot', 'garlic', 'beef_chuck', 'soy_sauce', 'beef', 'lemon_juice', 'bay_leaf', 'tomato', 'salt']"
Banbury Cake,['United Kingdom'],"['cherry', 'butter', 'sugar', 'egg', 'allspice', 'candied_citru_peel', 'almond_extract', 'mixed_peel', 'cinnamon', 'nutmeg', 'almond', 'currant', 'flour', 'raisin', 'milk', 'candied_cherry']"
Bánh tôm,['Vietnam'],"['lettuce', 'starch', 'mint', 'sugar', 'egg', 'bean_sprout', 'lime', 'oil', 'crab_paste', 'garlic', 'salt', 'cilantro', 'crab', 'corn_starch', 'lime_juice', 'corn', 'pork', 'fish', 'bean', 'cooking_oil', 'green_onion', 'shrimp', 'basil', 'pork_fat', 'rice', 'shallot', 'msg', 'flour', 'nuoc_cham_sauce', 'baking_powder', 'fish_sauce', 'pepper', 'turmeric', 'onion', 'rice_flour', 'turmeric_powder', 'chili']"
Tortillita De Camarones,['Spain'],"['parsley', 'wheat', 'chickpea', 'oil', 'shrimp', 'onion', 'water', 'chickpea_flour', 'garlic', 'olive', 'wheat_flour', 'olive_oil', 'flour', 'salt', 'paprika']"
Dondurma,['Turkey'],"['salep', 'cream', 'sugar', 'mastic', 'whipped_cream']"
Pamplona,['Uruguay'],"['bell_pepper', 'pepper', 'cheese', 'garlic', 'pork', 'olive', 'bacon', 'beef', 'ham', 'chicken']"
Khao Soi,"['Myanmar', 'Thailand', 'Laos']","['lemon', 'lime', 'sugar', 'egg', 'oil', 'chili_oil', 'noodle', 'garlic', 'curry_paste', 'cilantro', 'egg_noodle', 'fish', 'milk', 'coconut_milk', 'pickled_mustard_green', 'shallot', 'fish_sauce', 'lemon_gras', 'mustard', 'turmeric', 'onion', 'spring_onion', 'ginger', 'coconut', 'chili', 'chicken']"
Olluquito,['Peru'],"['potato', 'onion', 'aji_amarillo', 'aji_panca', 'garlic', 'olluco', 'red_onion', 'beef', 'tomato', 'cilantro']"
Bife A Cavalo,"['Brazil', 'Portugal']","['parsley', 'pepper', 'oil', 'egg', 'onion', 'black_pepper', 'beef_steak', 'french_fry', 'garlic', 'olive', 'beef', 'rice', 'olive_oil', 'salt']"
Hōtō,['Japan'],"['sesame_paste', 'broth', 'noodle', 'dashi_broth', 'tofu', 'dashi', 'soy_sauce', 'miso_paste', 'mushroom', 'miso', 'konjac_noodle', 'vegetable', 'chicken']"
Banchan,['South Korea'],"['other_small_item', 'variou_vegetable', 'vegetable', 'prepared_in_a_variety_of_way']"
Curly Fries,['United States'],"['potato', 'wheat', 'vegetable_oil', 'spice', 'oil', 'onion_powder', 'onion', 'paprika_extract', 'dextrose', 'natural_flavor', 'garlic', 'wheat_flour', 'vegetable', 'flour', 'garlic_powder', 'salt', 'paprika']"
Rafanata,['Italy'],"['potato', 'pepper', 'egg', 'oil', 'horseradish', 'sausage', 'black_pepper', 'cheese', 'garlic', 'olive', 'olive_oil', 'salt']"
St. Paul Sandwich,['United States'],"['lettuce', 'egg', 'onion', 'egg_foo_young_patty', 'pickle', 'mayonnaise', 'bread', 'white_bread', 'tomato']"
Dacquoise,['France'],"['cream', 'butter', 'vanilla', 'egg', 'sugar', 'fruit', 'chocolate', 'almond', 'egg_white', 'confectioner_sugar', 'hazelnut']"
Damper,['Australia'],"['dried_fruit', 'sugar', 'milk', 'water', 'fruit', 'cheese', 'butter', 'flour', 'salt', 'baking_powder']"
Bolinhos De Bacalhau,"['Brazil', 'Portugal']","['potato', 'parsley', 'pepper', 'egg', 'onion', 'oil', 'garlic', 'olive', 'olive_oil', 'salted_cod']"
Saltimbocca,['Italy'],"['toothpick', 'sage', 'pepper', 'butter', 'oil', 'wine', 'white_wine', 'olive', 'veal_cutlet', 'sage_leaf', 'olive_oil', 'veal', 'prosciutto', 'mozzarella', 'salt', 'caper']"
Bobó De Camarão,['Brazil'],"['lime', 'oil', 'garlic', 'coconut_cream', 'tomato', 'salt', 'cilantro', 'lime_juice', 'milk', 'coriander_leaf', 'bell_pepper', 'cream', 'coconut_milk', 'shrimp', 'red_palm_oil', 'pepper', 'cassava', 'onion', 'coriander', 'chili_pepper', 'coconut', 'chili', 'paprika']"
Flapper Pie,['Canada'],"['custard', 'cream', 'meringue', 'graham_cracker']"
Zunda-mochi,['Japan'],"['glutinou_rice', 'sugar', 'water', 'rice', 'edamame', 'salt']"
Đuveč,"['Greece', 'Bulgaria', 'Moldova', 'Romania', 'Bosnia and Herzegovina', 'Serbia', 'Croatia', 'North Macedonia', 'Albania', 'Montenegro', 'Turkey', 'Slovenia']","['oil', 'garlic', 'olive_oil', 'tomato', 'salt', 'pea', 'meat', 'bell_pepper', 'parsley', 'carrot', 'olive', 'rice', 'bay_leaf', 'eggplant', 'potato', 'pepper', 'onion', 'water', 'zucchini', 'paprika']"
Soto Mie,['Indonesia'],"['lemon', 'lime', 'bean_sprout', 'egg', 'sugar', 'noodle', 'garlic', 'beef', 'emping_cracker', 'salt', 'lime_leaf', 'lime_juice', 'egg_noodle', 'bean', 'shallot', 'potato', 'lemon_gras', 'pepper', 'sambal', 'turmeric', 'galangal', 'water', 'fried_shallot', 'cabbage', 'ginger']"
Cuccidati,['Italy'],"['lemon', 'sugar', 'egg', 'lemon_zest', 'clove', 'orange', 'salt', 'marsala_wine', 'honey', 'cinnamon', 'wine', 'butter', 'milk', 'walnut', 'vanilla', 'allspice', 'candied_citru_peel', 'chocolate_chip', 'almond', 'vanilla_extract', 'flour', 'raisin', 'baking_powder', 'orange_zest', 'date', 'chocolate', 'fig']"
Pho,['Vietnam'],"['noodle', 'rice_noodle', 'beef', 'rice', 'chicken']"
Mole De Olla,['Mexico'],"['garlic', 'oregano', 'beef', 'salt', 'cilantro', 'corn', 'beef_bone', 'bean', 'epazote', 'carrot', 'corn_on_the_cob', 'bay_leaf', 'pasilla_chili', 'green_bean', 'potato', 'chayote', 'beef_shank', 'pepper', 'onion', 'water', 'cabbage', 'zucchini', 'cumin', 'chili', 'guajillo_chili']"
Inca Kola,['Peru'],"['sugar', 'water', 'citru_extract', 'yellow_dye', 'carbonated_water']"
Pretz,['Japan'],"['wheat', 'vegetable_oil', 'sugar', 'oil', 'coloring', 'salt', 'natural_flavor', 'malt_extract', 'wheat_flour', 'yeast', 'flour', 'vegetable', 'lactic_acid']"
Champ,['Ireland'],"['potato', 'pepper', 'butter', 'chive', 'scallion', 'salt', 'milk']"
Brown Stew Chicken,"['Jamaica', 'Barbados', 'Saint Vincent and the Grenadines', 'Saint Lucia', 'Bahamas', 'Grenada', 'Trinidad and Tobago', 'Dominica', 'Dominican Republic', 'Saint Kitts and Nevis']","['starch', 'lime', 'sugar', 'oil', 'brown_sugar', 'garlic', 'tomato', 'salt', 'corn_starch', 'chicken_broth', 'lime_juice', 'corn', 'hot_pepper', 'scallion', 'milk', 'bell_pepper', 'coconut_milk', 'vegetable_oil', 'thyme', 'allspice', 'carrot', 'soy_sauce', 'bay_leaf', 'potato', 'browning_sauce', 'pepper', 'onion', 'broth', 'black_pepper', 'ginger', 'coconut', 'vegetable', 'chicken']"
Caldo Galego,['Spain'],"['potato', 'oil', 'pork_rib', 'turnip_green', 'garlic', 'olive', 'bacon', 'pork', 'turnip', 'olive_oil', 'chorizo', 'paprika']"
Ngau Zap,"['Hong Kong', 'China']","['cooking_wine', 'sugar', 'beef_offal', 'garlic', 'beef', 'clove', 'cinnamon', 'rock_sugar', 'wine', 'scallion', 'tendon', 'intestine', 'tripe', 'carrot', 'star_anise', 'soy_sauce', 'water', 'oyster_sauce', 'daikon']"
Sodd,['Norway'],"['potato', 'celery', 'parsley', 'pepper', 'onion', 'water', 'black_pepper', 'carrot', 'beef', 'leek', 'mutton', 'salt']"
Khao Jee Pâté,['Laos'],"['lettuce', 'pickled_carrot', 'egg', 'liver', 'ham', 'cilantro', 'pickled_daikon', 'fried_egg', 'cucumber', 'pork', 'mayonnaise', 'baguette', 'pork_liver_pate', 'carrot', 'soy_sauce', 'pepper', 'chili_pepper', 'daikon', 'chili', 'sausage']"
Bánh Bột Chiên,['Vietnam'],"['pickled_carrot', 'starch', 'sugar', 'egg', 'oil', 'garlic', 'sliced_papaya', 'salt', 'white_pepper', 'vinegar', 'green_onion', 'vegetable_oil', 'carrot', 'tapioca_starch', 'soy_sauce', 'rice', 'flour', 'pepper', 'onion', 'water', 'rice_flour', 'chili_sauce', 'chili', 'vegetable']"
Toad In The Hole,['United Kingdom'],"['pepper', 'egg', 'salt', 'flour', 'sausage', 'milk']"
Frita,['Cuba'],"['potato', 'mustard', 'pepper', 'bun', 'onion', 'chorizo', 'garlic', 'ground_beef', 'pork', 'pickle', 'beef', 'mayonnaise', 'hamburger_bun', 'ketchup', 'salt', 'paprika']"
Spiedie,['United States'],"['lemon', 'oil', 'chicken', 'garlic', 'oregano', 'beef', 'bread', 'olive_oil', 'salt', 'dried_basil', 'meat', 'roll', 'cubed_meat', 'pork', 'wine', 'vinegar', 'parsley', 'basil', 'olive', 'white_wine_vinegar', 'pepper', 'dried_parsley', 'crushed_red_pepper', 'black_pepper', 'lemon_juice', 'dried_oregano', 'lamb']"
Babi Pangang Speciaal,['Netherlands'],"['pineapple_juice', 'starch', 'sugar', 'oil', 'brown_sugar', 'red_food_coloring', 'garlic', 'white_cabbage', 'tomato', 'salt', 'corn_starch', 'five_spice_powder', 'chicken_broth', 'corn', 'pineapple', 'cucumber', 'pork', 'white_vinegar', 'white_pepper', 'tomato_paste', 'wine', 'rice_wine', 'vinegar', 'chili_paste', 'spice', 'sesame_oil', 'carrot', 'pork_shoulder', 'soy_sauce', 'tomato_ketchup', 'rice', 'sweet_soy_sauce', 'pepper', 'turmeric', 'onion', 'water', 'pork_belly', 'broth', 'cabbage', 'ginger', 'ketchup', 'chili', 'chicken']"
Fajitas,"['Mexico', 'United States']","['bell_pepper', 'pepper', 'lime', 'oil', 'onion', 'chili_powder', 'meat', 'lime_juice', 'chicken', 'garlic', 'olive', 'pork', 'cumin', 'beef', 'olive_oil', 'chili', 'salt', 'paprika']"
Jamón Ibérico,"['Portugal', 'Spain']","['black_iberian_pig', 'salt']"
Butter Mochi,['United States'],"['coconut_milk', 'sugar', 'sweet_rice_flour', 'shredded_coconut', 'egg', 'evaporated_milk', 'vanilla', 'milk', 'coconut', 'rice', 'butter', 'flour', 'vanilla_extract', 'salt', 'baking_powder']"
Parmesan,['Italy'],"['enzyme', 'salt', 'milk']"
Crispy Fried Chicken,"['Hong Kong', 'China']","['starch', 'spice', 'sugar', 'corn_starch', 'five_spice_powder', 'water', 'vinegar', 'honey', 'corn', 'chicken', 'garlic', 'soy_sauce', 'ginger', 'shaoxing_wine', 'wine', 'scallion', 'salt', 'whole_chicken']"
Bambalouni,['Tunisia'],"['sugar', 'oil', 'water', 'powdered_sugar_for_dusting', 'yeast', 'flour', 'orange_blossom_water', 'orange', 'salt']"
Kürtőskalács,"['Hungary', 'Romania']","['vanilla_sugar', 'butter', 'vanilla', 'sugar', 'egg', 'cinnamon', 'yeast', 'flour', 'salt', 'milk']"
Kingston biscuit,['Australia'],"['syrup', 'vanilla', 'sugar', 'desiccated_coconut', 'milk', 'oat', 'golden_syrup', 'sweetened_condensed_milk', 'chocolate', 'milk_chocolate', 'coconut', 'butter', 'flour', 'vanilla_extract', 'salt', 'baking_powder']"
Lolly Cake,['New Zealand'],"['vanilla', 'desiccated_coconut', 'fruit', 'sweetened_condensed_milk', 'fruit_flavored_lolly', 'vanilla_essence', 'coconut', 'butter', 'malt_biscuit', 'crushed_nut', 'milk', 'nut']"
Stroganina,['Russia'],"['frozen_raw_fish', 'pepper', 'onion', 'black_pepper', 'garlic', 'dill', 'fish', 'vinegar', 'salt']"
Sambar (dish),['India'],"['asafoetida', 'oil', 'cumin_seed', 'salt', 'mustard_seed', 'bean', 'dried_red_chili', 'curry_leaf', 'tamarind', 'fenugreek_seed', 'carrot', 'toor_dal', 'mustard', 'potato', 'sambar_powder', 'turmeric', 'cumin', 'fenugreek', 'chili', 'vegetable']"
Mie Kocok,['Indonesia'],"['celery', 'lime', 'sambal', 'bean_sprout', 'cracker', 'kikil', 'fried_shallot', 'broth', 'scallion', 'noodle', 'yellow_noodle', 'beef', 'meatball', 'shallot', 'bean', 'beef_broth', 'celery_leaf']"
Simnel Cake,['United Kingdom'],"['cherry', 'lemon', 'sugar', 'egg', 'marzipan', 'lemon_zest', 'orange', 'glace_cherry', 'cinnamon', 'candied_peel', 'butter', 'brandy', 'jam', 'milk', 'spice', 'nutmeg', 'almond', 'flour', 'raisin', 'orange_zest', 'mixed_spice', 'ground_almond', 'apricot_jam', 'sultana', 'currant']"
Chhena Jalebi,['India'],"['lemon', 'pistachio', 'sugar', 'chhena', 'rose_water', 'water', 'oil', 'saffron_strand', 'cardamom_powder', 'ghee', 'almond', 'saffron', 'lemon_juice', 'flour', 'cardamom']"
Empedrat,['Spain'],"['red_bell_pepper', 'pepper', 'oil', 'egg', 'black_olive', 'onion', 'bean', 'black_pepper', 'white_bean', 'vinegar', 'cod', 'olive', 'hard_boiled_egg', 'tomato', 'olive_oil', 'salt']"
Khua chin som sai khai,['Thailand'],"['green_onion', 'lime', 'mint', 'sugar', 'egg', 'onion', 'lime_juice', 'cabbage', 'garlic', 'pork', 'shallot', 'fish', 'chili', 'cilantro', 'fish_sauce', 'peanut']"
Qalayet Bandora,"['Jordan', 'Palestine', 'Syria', 'Lebanon']","['lemon', 'parsley', 'pepper', 'oil', 'onion', 'black_pepper', 'green_chili_pepper', 'garlic', 'olive', 'lemon_juice', 'cumin', 'pine_nut', 'olive_oil', 'tomato', 'chili', 'salt', 'nut']"
Orange Chicken,['United States'],"['starch', 'sugar', 'egg', 'oil', 'garlic', 'orange', 'corn_starch', 'chicken_broth', 'corn', 'vinegar', 'green_onion', 'vegetable_oil', 'soy_sauce', 'rice', 'sesame_seed', 'orange_zest', 'rice_vinegar', 'pepper', 'onion', 'broth', 'orange_juice', 'red_pepper_flake', 'ginger', 'vegetable', 'chicken']"
Draniki,"['Belarus', 'Poland', 'Ukraine', 'Czechia']","['potato', 'pepper', 'onion', 'egg', 'flour', 'salt']"
İnegöl köfte,['Turkey'],"['parsley', 'pepper', 'onion', 'water', 'paprika', 'black_pepper', 'baking_soda', 'sumac', 'garlic', 'red_pepper_flake', 'ground_beef', 'cumin', 'beef', 'bread', 'bread_crumb', 'ground_lamb', 'salt', 'lamb']"
Haemul-kal-guksu,"['North Korea', 'South Korea']","['egg', 'noodle', 'garlic', 'salt', 'seafood', 'squid', 'clam', 'mussel', 'anchovy', 'green_onion', 'shrimp', 'carrot', 'soy_sauce', 'red_chili_pepper_flake', 'stock', 'pepper', 'kimchi', 'onion', 'broth', 'zucchini', 'chili']"
Thobwa,"['Malawi', 'Zambia']","['sugar', 'water', 'millet', 'sorghum', 'maize_meal']"
Doctor's Sausage,"['Belarus', 'Armenia', 'Georgia', 'Estonia', 'Moldova', 'Latvia', 'Russia', 'Lithuania', 'Ukraine']","['egg_powder', 'mustard', 'pepper', 'fresh_egg', 'sugar', 'egg', 'water', 'black_pepper', 'sodium_nitrite', 'garlic', 'pork', 'beef', 'nutmeg', 'dry_milk', 'cardamom', 'salt', 'milk']"
Chorba Frik,"['Algeria', 'Tunisia']","['chickpea', 'oil', 'beef', 'tomato', 'salt', 'cilantro', 'cinnamon', 'green_bell_pepper', 'tomato_paste', 'butter', 'frik', 'parsley', 'vegetable_oil', 'paprika', 'carrot', 'celery', 'potato', 'pepper', 'wheat', 'onion', 'water', 'black_pepper', 'ginger', 'zucchini', 'vegetable', 'lamb']"
Angel Face,['United Kingdom'],"['gin', 'apple', 'apple_brandy', 'apricot_brandy', 'brandy']"
Feteer Meshaltet,['Egypt'],"['dried_fruit', 'cream', 'sugar', 'egg', 'water', 'meat', 'honey', 'fruit', 'cheese', 'ghee', 'butter', 'flour', 'salt', 'milk', 'nut']"
Clapshot,['United Kingdom'],"['potato', 'pepper', 'onion', 'neep', 'butter', 'chive', 'salt']"
Roti Bakar,"['Indonesia', 'Malaysia', 'Singapore']","['ice', 'cream', 'condensed_milk', 'chocolate_spread', 'sugar', 'ice_cream', 'cheese', 'chocolate', 'bread', 'butter', 'milk']"
Korma,"['Pakistan', 'Bangladesh', 'India', 'Afghanistan']","['garlic', 'lamb', 'beef', 'clove', 'tomato', 'yogurt', 'meat', 'cinnamon', 'cream', 'spice', 'almond', 'raisin', 'turmeric', 'onion', 'coriander', 'ginger', 'cumin', 'cardamom', 'chicken', 'cashew']"
Kibbeling,['Netherlands'],"['lemon', 'oil', 'onion_powder', 'egg', 'garlic', 'salt', 'lemon_wedge', 'fish', 'milk', 'cayenne_pepper', 'vegetable_oil', 'flour', 'garlic_powder', 'tartar_sauce', 'baking_powder', 'pepper', 'onion', 'white_fish', 'vegetable', 'paprika']"
Pastramă,['Romania'],"['juniper_berry', 'coriander_seed', 'garlic', 'lamb', 'beef', 'red_wine', 'salt', 'pork', 'wine', 'rosemary', 'vinegar', 'allspice', 'thyme', 'mutton', 'pepper', 'coriander', 'water', 'black_pepper', 'paprika']"
Tjauw min moksi meti,['Suriname'],"['lettuce', 'bean_sprout', 'oil', 'noodle', 'garlic', 'tomato', 'sausage', 'cucumber', 'pork', 'bean', 'green_onion', 'vegetable_oil', 'shrimp', 'soy_sauce', 'celery', 'sambal', 'onion', 'chili_sauce', 'chili', 'vegetable', 'chicken']"
Ciambotta,['Italy'],"['eggplant', 'bell_pepper', 'potato', 'pepper', 'oil', 'onion', 'basil', 'garlic', 'olive', 'zucchini', 'olive_oil', 'tomato', 'salt']"
Selat Solo,['Indonesia'],"['lettuce', 'sugar', 'egg', 'boiled_egg', 'beef', 'clove', 'tomato', 'salt', 'cucumber', 'pickle', 'vinegar', 'bean', 'worcestershire_sauce', 'carrot', 'cheese', 'nutmeg', 'shallot', 'sweet_soy_sauce', 'green_bean', 'potato', 'mustard', 'pepper']"
Bologna Sandwich,['United States'],"['mustard', 'lettuce', 'bologna', 'mayonnaise', 'bread', 'tomato']"
Achu,['Cameroon'],"['bitter_leaf', 'oil', 'garlic', 'limestone', 'beef', 'tomato', 'salt', 'cocoyam', 'meat', 'smoked_fish', 'fish', 'maggi_cube', 'palm_oil', 'spinach', 'nutmeg', 'crayfish', 'african_nutmeg', 'pepper', 'onion', 'water', 'black_pepper', 'red_pepper', 'goat', 'ground_crayfish', 'chicken']"
Manti,"['Belarus', 'Kyrgyzstan', 'Armenia', 'Greece', 'Georgia', 'Uzbekistan', 'Bulgaria', 'Moldova', 'Romania', 'Azerbaijan', 'Bosnia and Herzegovina', 'Afghanistan', 'Tajikistan', 'Latvia', 'Serbia', 'Croatia', 'Kazakhstan', 'North Macedonia', 'Albania', 'Russia', 'Iran', 'Lithuania', 'Ukraine', 'Montenegro', 'Turkmenistan', 'Turkey', 'Slovenia']","['yogurt', 'pepper', 'egg', 'onion', 'water', 'paprika', 'black_pepper', 'garlic', 'beef', 'butter', 'flour', 'ground_lamb', 'salt', 'lamb']"
Hummingbird Cake,['Jamaica'],"['lemon', 'sugar', 'egg', 'oil', 'powdered_sugar', 'salt', 'chopped_pecan', 'crushed_pineapple', 'baking_soda', 'pineapple', 'cinnamon', 'banana', 'butter', 'grated_carrot', 'cream', 'vanilla', 'shredded_coconut', 'cream_cheese', 'carrot', 'cheese', 'flour', 'vanilla_extract', 'coconut', 'lemon_juice', 'mashed_banana']"
Mì Quảng,['Vietnam'],"['lettuce', 'lime', 'bean_sprout', 'egg', 'noodle', 'garlic', 'herb', 'sesame_rice_cracker', 'banana', 'pork', 'rice_noodle', 'fish', 'bean', 'peanut', 'fresh_herb', 'shrimp', 'banana_blossom', 'rice', 'shallot', 'fish_sauce', 'quail_egg', 'turmeric', 'broth', 'roasted_peanut', 'chili']"
Prince Of Wales,['United Kingdom'],"['maraschino_cherry', 'cherry', 'pineapple_juice', 'sugar', 'pineapple', 'rye_whisky', 'angostura_bitter', 'champagne', 'maraschino_liqueur', 'orange', 'sugar_cube', 'orange_peel']"
Kue Putu,['Indonesia'],"['food_coloring', 'palm_sugar', 'sugar', 'water', 'grated_coconut', 'rice_flour', 'brown_sugar', 'coconut', 'pandan_leaf', 'rice', 'flour', 'salt']"
Panini (sandwich),['Italy'],"['deli_meat', 'spice', 'butter', 'oil', 'meat', 'garlic', 'cheese', 'olive', 'vegetable', 'bread', 'olive_oil', 'condiment', 'herb']"
Buko Salad,['Philippines'],"['young_coconut', 'condensed_milk', 'sweetened_palm_fruit', 'cream', 'fruit_cocktail', 'tapioca_pearl', 'kaong', 'fruit', 'pineapple', 'cheese', 'coconut', 'nata_de_coco', 'heavy_cream', 'milk']"
Queijadinha,['Brazil'],"['condensed_milk', 'vanilla', 'egg', 'sugar', 'all_purpose_flour', 'milk', 'cheese', 'coconut', 'nutmeg', 'butter', 'flour', 'vanilla_extract', 'baking_powder']"
Weet-Bix,"['Australia', 'New Zealand', 'South Africa']","['yogurt', 'wheat', 'sugar', 'whole_grain_wheat', 'fruit', 'honey', 'barley_malt_extract', 'barley', 'salt', 'milk', 'nut']"
Chili Cheese Fries,['United States'],"['cream', 'green_onion', 'onion', 'french_fry', 'cheese', 'chili', 'sour_cream']"
Alpaca en salsa de aguaymanto,['Peru'],"['pepper', 'butter', 'sugar', 'oil', 'onion', 'aguaymanto', 'wine', 'white_wine', 'black_pepper', 'meat', 'garlic', 'olive', 'chili_pepper', 'alpaca_meat', 'olive_oil', 'chili', 'salt', 'cilantro']"
Bigilla,['Malta'],"['lemon', 'fava_bean', 'parsley', 'pepper', 'oil', 'black_pepper', 'garlic', 'olive', 'chili_pepper', 'lemon_juice', 'cumin', 'olive_oil', 'bean', 'chili', 'salt']"
Tom Som,['Thailand'],"['kaffir_lime_leaf', 'lemon', 'lemon_gras', 'tamarind_paste', 'lime', 'sugar', 'palm_sugar', 'galangal', 'water', 'bird_eye_chili', 'garlic', 'shallot', 'fish', 'chili', 'cilantro', 'fish_sauce', 'tamarind']"
Pain D'épices,['France'],"['sugar', 'egg', 'brown_sugar', 'rye_flour', 'clove', 'orange', 'honey', 'cinnamon', 'wheat_flour', 'candied_peel', 'butter', 'milk', 'vanilla', 'nutmeg', 'flour', 'vanilla_extract', 'baking_powder', 'orange_zest', 'wheat', 'anise', 'ginger']"
Chocolate Brownie,['United States'],"['vanilla', 'sugar', 'egg', 'cocoa_powder', 'chocolate_chip', 'chocolate', 'butter', 'flour', 'vanilla_extract', 'salt', 'baking_powder', 'nut']"
Czernina,"['Belarus', 'Poland', 'Lithuania']","['dried_fruit', 'cream', 'pepper', 'duck_broth', 'sugar', 'duck_blood', 'vinegar', 'broth', 'fruit', 'allspice', 'dumpling', 'marjoram', 'clove', 'bay_leaf', 'flour', 'salt', 'chicken']"
Butadon,['Japan'],"['mirin', 'green_onion', 'sugar', 'onion', 'white_rice', 'pickled_ginger', 'dashi', 'garlic', 'soy_sauce', 'pork', 'ginger', 'sake', 'rice', 'sesame_seed']"
